ability_score_bonuses,class,class_specific,features,index,level,prof_bonus,spellcasting,subclass,subclass_specific,url
0,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x14000687700 0x14000687740 0x140006877a0 0x140006877e0 0x14000687820] metamagic_known:2 sorcery_points:3]},[0x14000687620],sorcerer-3,3,2,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:4 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:4]},,,/api/classes/sorcerer/levels/3
1,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140006879a0 0x140006879e0 0x14000687a60 0x14000687aa0 0x14000687ae0] metamagic_known:2 sorcery_points:4]},[0x140006878e0],sorcerer-4,4,2,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:5]},,,/api/classes/sorcerer/levels/4
1,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x14000687c20 0x14000687c60 0x14000687cc0 0x14000687d00 0x14000687d40] metamagic_known:2 sorcery_points:5]},[],sorcerer-5,5,3,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:6]},,,/api/classes/sorcerer/levels/5
1,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x14000687e80 0x14000687ec0 0x14000687f20 0x14000687f60 0x140000dc040] metamagic_known:2 sorcery_points:6]},[],sorcerer-6,6,3,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:7]},,,/api/classes/sorcerer/levels/6
1,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dc1a0 0x140000dc1e0 0x140000dc260 0x140000dc2a0 0x140000dc2e0] metamagic_known:2 sorcery_points:7]},[],sorcerer-7,7,3,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:1 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:8]},,,/api/classes/sorcerer/levels/7
2,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dc480 0x140000dc4c0 0x140000dc520 0x140000dc580 0x140000dc5c0] metamagic_known:2 sorcery_points:8]},[0x140000dc3a0],sorcerer-8,8,3,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:2 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:9]},,,/api/classes/sorcerer/levels/8
2,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dc720 0x140000dc780 0x140000dc7e0 0x140000dc820 0x140000dc860] metamagic_known:2 sorcery_points:9]},[],sorcerer-9,9,4,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:5 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:1 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:10]},,,/api/classes/sorcerer/levels/9
2,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dca40 0x140000dca80 0x140000dcae0 0x140000dcb20 0x140000dcb60] metamagic_known:3 sorcery_points:10]},[0x140000dc960],sorcerer-10,10,4,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:11]},,,/api/classes/sorcerer/levels/10
2,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dcce0 0x140000dcd20 0x140000dcd80 0x140000dcdc0 0x140000dce00] metamagic_known:3 sorcery_points:11]},[],sorcerer-11,11,4,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:12]},,,/api/classes/sorcerer/levels/11
3,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dcfa0 0x140000dcfe0 0x140000dd040 0x140000dd080 0x140000dd0c0] metamagic_known:3 sorcery_points:12]},[0x140000dcee0],sorcerer-12,12,4,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:12]},,,/api/classes/sorcerer/levels/12
3,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dd220 0x140000dd260 0x140000dd2e0 0x140000dd320 0x140000dd360] metamagic_known:3 sorcery_points:13]},[],sorcerer-13,13,5,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:13]},,,/api/classes/sorcerer/levels/13
3,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dd4c0 0x140000dd520 0x140000dd580 0x140000dd5c0 0x140000dd600] metamagic_known:3 sorcery_points:14]},[],sorcerer-14,14,5,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:13]},,,/api/classes/sorcerer/levels/14
3,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dd780 0x140000dd7c0 0x140000dd820 0x140000dd880 0x140000dd8c0] metamagic_known:3 sorcery_points:15]},[],sorcerer-15,15,5,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:0 spells_known:14]},,,/api/classes/sorcerer/levels/15
4,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000dda40 0x140000ddaa0 0x140000ddb00 0x140000ddb60 0x140000ddba0] metamagic_known:4 sorcery_points:16]},[0x140000dd980],sorcerer-16,16,5,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:0 spells_known:14]},,,/api/classes/sorcerer/levels/16
4,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x140000ddd40 0x140000ddd80 0x140000dde00 0x140000dde40 0x140000dde80] metamagic_known:4 sorcery_points:17]},[0x140000ddc80],sorcerer-17,17,6,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1 spells_known:15]},,,/api/classes/sorcerer/levels/17
4,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x1400015e060 0x1400015e0a0 0x1400015e100 0x1400015e140 0x1400015e180] metamagic_known:4 sorcery_points:18]},[],sorcerer-18,18,6,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:1 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1 spells_known:15]},,,/api/classes/sorcerer/levels/18
5,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x1400015e340 0x1400015e3a0 0x1400015e400 0x1400015e460 0x1400015e4a0] metamagic_known:4 sorcery_points:19]},[0x1400015e260],sorcerer-19,19,6,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:2 spell_slots_level_7:1 spell_slots_level_8:1 spell_slots_level_9:1 spells_known:15]},,,/api/classes/sorcerer/levels/19
5,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x1400015e6a0 0x1400015e6e0 0x1400015e740 0x1400015e780 0x1400015e7e0] metamagic_known:4 sorcery_points:20]},[0x1400015e5a0],sorcerer-20,20,6,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:6 spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:3 spell_slots_level_6:2 spell_slots_level_7:2 spell_slots_level_8:1 spell_slots_level_9:1 spells_known:15]},,,/api/classes/sorcerer/levels/20
0,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:0 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[0x1400015e8a0 0x1400015e8e0],warlock-1,1,2,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:2 spell_slots_level_1:1 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:2]},,,/api/classes/warlock/levels/1
0,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:2 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[0x1400015ea60],warlock-2,2,2,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:2 spell_slots_level_1:2 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:3]},,,/api/classes/warlock/levels/2
0,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:2 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[0x1400015ebc0],warlock-3,3,2,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:2 spell_slots_level_1:0 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:4]},,,/api/classes/warlock/levels/3
1,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:3 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[0x1400015ed00],warlock-4,4,2,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:0 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:5]},,,/api/classes/warlock/levels/4
1,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:3 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[],warlock-5,5,3,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:6]},,,/api/classes/warlock/levels/5
1,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:4 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[],warlock-6,6,3,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:7]},,,/api/classes/warlock/levels/6
1,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:4 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[],warlock-7,7,3,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:2 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:8]},,,/api/classes/warlock/levels/7
2,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:4 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[0x1400015f140],warlock-8,8,3,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:2 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:9]},,,/api/classes/warlock/levels/8
2,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:5 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[],warlock-9,9,4,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:3 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:2 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:10]},,,/api/classes/warlock/levels/9
2,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:5 mystic_arcanum_level_6:0 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[],warlock-10,10,4,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:2 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:10]},,,/api/classes/warlock/levels/10
2,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:5 mystic_arcanum_level_6:1 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[0x1400015f540],warlock-11,11,4,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:3 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:11]},,,/api/classes/warlock/levels/11
3,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:6 mystic_arcanum_level_6:1 mystic_arcanum_level_7:0 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[0x1400015f680],warlock-12,12,4,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:3 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:11]},,,/api/classes/warlock/levels/12
3,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:6 mystic_arcanum_level_6:1 mystic_arcanum_level_7:1 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[0x1400015f7e0],warlock-13,13,5,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:3 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:12]},,,/api/classes/warlock/levels/13
3,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:6 mystic_arcanum_level_6:1 mystic_arcanum_level_7:1 mystic_arcanum_level_8:0 mystic_arcanum_level_9:0]},[],warlock-14,14,5,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:3 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:12]},,,/api/classes/warlock/levels/14
3,&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},&{[invocations_known mystic_arcanum_level_6 mystic_arcanum_level_7 mystic_arcanum_level_8 mystic_arcanum_level_9] map[invocations_known:7 mystic_arcanum_level_6:1 mystic_arcanum_level_7:1 mystic_arcanum_level_8:1 mystic_arcanum_level_9:0]},[0x1400015fa80],warlock-15,15,5,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:3 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:13]},,,/api/classes/warlock/levels/15
