armor_category,armor_class,capacity,category_range,contents,cost,damage,desc,equipment_category,gear_category,index,name,properties,quantity,range,special,speed,stealth_disadvantage,str_minimum,throw_range,tool_category,two_handed_damage,url,vehicle_category,weapon_category,weapon_range,weight
,,480 lb.,,,&{[quantity unit] map[quantity:50 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,camel,Camel,,,,,&{[quantity unit] map[quantity:50 unit:ft/round]},,,,,,/api/equipment/camel,Mounts and Other Animals,,,
,,420 lb.,,,&{[quantity unit] map[quantity:8 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,donkey,Donkey,,,,,&{[quantity unit] map[quantity:40 unit:ft/round]},,,,,,/api/equipment/donkey,Mounts and Other Animals,,,
,,420 lb.,,,&{[quantity unit] map[quantity:8 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,mule,Mule,,,,,&{[quantity unit] map[quantity:40 unit:ft/round]},,,,,,/api/equipment/mule,Mounts and Other Animals,,,
,,"1,320 lb.",,,&{[quantity unit] map[quantity:200 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,elephant,Elephant,,,,,&{[quantity unit] map[quantity:40 unit:ft/round]},,,,,,/api/equipment/elephant,Mounts and Other Animals,,,
,,540 lb.,,,&{[quantity unit] map[quantity:50 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,horse-draft,"Horse, draft",,,,,&{[quantity unit] map[quantity:40 unit:ft/round]},,,,,,/api/equipment/horse-draft,Mounts and Other Animals,,,
,,480 lb.,,,&{[quantity unit] map[quantity:75 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,horse-riding,"Horse, riding",,,,,&{[quantity unit] map[quantity:60 unit:ft/round]},,,,,,/api/equipment/horse-riding,Mounts and Other Animals,,,
,,195 lb.,,,&{[quantity unit] map[quantity:25 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,mastiff,Mastiff,,,,,&{[quantity unit] map[quantity:40 unit:ft/round]},,,,,,/api/equipment/mastiff,Mounts and Other Animals,,,
,,225 lb.,,,&{[quantity unit] map[quantity:30 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,pony,Pony,,,,,&{[quantity unit] map[quantity:40 unit:ft/round]},,,,,,/api/equipment/pony,Mounts and Other Animals,,,
,,540 lb.,,,&{[quantity unit] map[quantity:400 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,warhorse,Warhorse,,,,,&{[quantity unit] map[quantity:60 unit:ft/round]},,,,,,/api/equipment/warhorse,Mounts and Other Animals,,,
,,,,,&{[quantity unit] map[quantity:20 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-padded,Barding: Padded,,,,,,,,,,,/api/equipment/barding-padded,"Tack, Harness, and Drawn Vehicles",,,16
,,,,,&{[quantity unit] map[quantity:40 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-leather,Barding: Leather,,,,,,,,,,,/api/equipment/barding-leather,"Tack, Harness, and Drawn Vehicles",,,20
,,,,,&{[quantity unit] map[quantity:180 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-studded-leather,Barding: Studded Leather,,,,,,,,,,,/api/equipment/barding-studded-leather,"Tack, Harness, and Drawn Vehicles",,,26
,,,,,&{[quantity unit] map[quantity:40 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-hide,Barding: Hide,,,,,,,,,,,/api/equipment/barding-hide,"Tack, Harness, and Drawn Vehicles",,,24
,,,,,&{[quantity unit] map[quantity:200 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-chain-shirt,Barding: Chain shirt,,,,,,,,,,,/api/equipment/barding-chain-shirt,"Tack, Harness, and Drawn Vehicles",,,40
,,,,,&{[quantity unit] map[quantity:200 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-scale-mail,Barding: Scale mail,,,,,,,,,,,/api/equipment/barding-scale-mail,"Tack, Harness, and Drawn Vehicles",,,90
,,,,,&{[quantity unit] map[quantity:1600 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-breastplate,Barding: Breastplate,,,,,,,,,,,/api/equipment/barding-breastplate,"Tack, Harness, and Drawn Vehicles",,,40
,,,,,&{[quantity unit] map[quantity:3000 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-half-plate,Barding: Half plate,,,,,,,,,,,/api/equipment/barding-half-plate,"Tack, Harness, and Drawn Vehicles",,,80
,,,,,&{[quantity unit] map[quantity:12 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-ring-mail,Barding: Ring mail,,,,,,,,,,,/api/equipment/barding-ring-mail,"Tack, Harness, and Drawn Vehicles",,,80
,,,,,&{[quantity unit] map[quantity:300 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-chain-mail,Barding: Chain mail,,,,,,,,,,,/api/equipment/barding-chain-mail,"Tack, Harness, and Drawn Vehicles",,,110
,,,,,&{[quantity unit] map[quantity:800 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-splint,Barding: Splint,,,,,,,,,,,/api/equipment/barding-splint,"Tack, Harness, and Drawn Vehicles",,,120
,,,,,&{[quantity unit] map[quantity:6000 unit:gp]},,"[Barding is armor designed to protect an animal's head, neck, chest, and body. Any type of armor shown on the Armor table can be purchased as barding. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,barding-plate,Barding: Plate,,,,,,,,,,,/api/equipment/barding-plate,"Tack, Harness, and Drawn Vehicles",,,130
,,,,,&{[quantity unit] map[quantity:2 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,bit-and-bridle,Bit and bridle,,,,,,,,,,,/api/equipment/bit-and-bridle,"Tack, Harness, and Drawn Vehicles",,,1
,,,,,&{[quantity unit] map[quantity:100 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,carriage,Carriage,,,,,,,,,,,/api/equipment/carriage,"Tack, Harness, and Drawn Vehicles",,,600
,,,,,&{[quantity unit] map[quantity:15 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,cart,Cart,,,,,,,,,,,/api/equipment/cart,"Tack, Harness, and Drawn Vehicles",,,200
,,,,,&{[quantity unit] map[quantity:250 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,chariot,Chariot,,,,,,,,,,,/api/equipment/chariot,"Tack, Harness, and Drawn Vehicles",,,100
,,,,,&{[quantity unit] map[quantity:5 unit:cp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,animal-feed-1-day,Animal Feed (1 day),,,,,,,,,,,/api/equipment/animal-feed-1-day,"Tack, Harness, and Drawn Vehicles",,,10
,,,,,&{[quantity unit] map[quantity:60 unit:gp]},,[An exotic saddle is required for riding any aquatic or flying mount.],&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,saddle-exotic,"Saddle, Exotic",,,,,,,,,,,/api/equipment/saddle-exotic,"Tack, Harness, and Drawn Vehicles",,,50
,,,,,&{[quantity unit] map[quantity:20 unit:gp]},,"[A military saddle braces the rider, helping you keep your seat on an active mount in battle. It gives you advantage on any check you make to remain mounted.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,saddle-military,"Saddle, Military",,,,,,,,,,,/api/equipment/saddle-military,"Tack, Harness, and Drawn Vehicles",,,30
,,,,,&{[quantity unit] map[quantity:5 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,saddle-pack,"Saddle, Pack",,,,,,,,,,,/api/equipment/saddle-pack,"Tack, Harness, and Drawn Vehicles",,,15
,,,,,&{[quantity unit] map[quantity:10 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,saddle-riding,"Saddle, Riding",,,,,,,,,,,/api/equipment/saddle-riding,"Tack, Harness, and Drawn Vehicles",,,25
,,,,,&{[quantity unit] map[quantity:4 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,saddlebags,Saddlebags,,,,,,,,,,,/api/equipment/saddlebags,"Tack, Harness, and Drawn Vehicles",,,8
,,,,,&{[quantity unit] map[quantity:20 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,sled,Sled,,,,,,,,,,,/api/equipment/sled,"Tack, Harness, and Drawn Vehicles",,,300
,,,,,&{[quantity unit] map[quantity:5 unit:sp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,stabling-1-day,Stabling (1 day),,,,,,,,,,,/api/equipment/stabling-1-day,"Tack, Harness, and Drawn Vehicles",,,0
,,,,,&{[quantity unit] map[quantity:35 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,wagon,Wagon,,,,,,,,,,,/api/equipment/wagon,"Tack, Harness, and Drawn Vehicles",,,400
,,,,,&{[quantity unit] map[quantity:30000 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,galley,Galley,,,,,&{[quantity unit] map[quantity:4 unit:mph]},,,,,,/api/equipment/galley,Waterborne Vehicles,,,
,,,,,&{[quantity unit] map[quantity:3000 unit:gp]},,"[Keelboats and rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A rowboat weighs 100 pounds, in case adventurers carry it over land.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,keelboat,Keelboat,,,,,&{[quantity unit] map[quantity:1 unit:mph]},,,,,,/api/equipment/keelboat,Waterborne Vehicles,,,
,,,,,&{[quantity unit] map[quantity:10000 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,longship,Longship,,,,,&{[quantity unit] map[quantity:3 unit:mph]},,,,,,/api/equipment/longship,Waterborne Vehicles,,,
,,,,,&{[quantity unit] map[quantity:50 unit:gp]},,"[Keelboats and rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A rowboat weighs 100 pounds, in case adventurers carry it over land.]",&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,rowboat,Rowboat,,,,,&{[quantity unit] map[quantity:1.5 unit:mph]},,,,,,/api/equipment/rowboat,Waterborne Vehicles,,,
,,,,,&{[quantity unit] map[quantity:10000 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,sailing-ship,Sailing ship,,,,,&{[quantity unit] map[quantity:2 unit:mph]},,,,,,/api/equipment/sailing-ship,Waterborne Vehicles,,,
,,,,,&{[quantity unit] map[quantity:25000 unit:gp]},,,&{[index name url] map[index:mounts-and-vehicles name:Mounts and Vehicles url:/api/equipment-categories/mounts-and-vehicles]},,warship,Warship,,,,,&{[quantity unit] map[quantity:2.5 unit:mph]},,,,,,/api/equipment/warship,Waterborne Vehicles,,,
