class,desc,feature_specific,index,level,name,parent,prerequisites,reference,subclass,url
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 1st level, you choose one type of dragon as your ancestor. The damage type associated with each dragon is used by features you gain later. You can speak, read, and write Draconic. Additionally, whenever you make a Charisma check when interacting with dragons, your proficiency bonus is doubled if it applies to the check.]",,dragon-ancestor-red---fire-damage,1,Dragon Ancestor: Red - Fire Damage,&{[index name url] map[index:dragon-ancestor name:Dragon Ancestor url:/api/features/dragon-ancestor]},[],,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/dragon-ancestor-red---fire-damage
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 1st level, you choose one type of dragon as your ancestor. The damage type associated with each dragon is used by features you gain later. You can speak, read, and write Draconic. Additionally, whenever you make a Charisma check when interacting with dragons, your proficiency bonus is doubled if it applies to the check.]",,dragon-ancestor-silver---cold-damage,1,Dragon Ancestor: Silver - Cold Damage,&{[index name url] map[index:dragon-ancestor name:Dragon Ancestor url:/api/features/dragon-ancestor]},[],,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/dragon-ancestor-silver---cold-damage
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 1st level, you choose one type of dragon as your ancestor. The damage type associated with each dragon is used by features you gain later. You can speak, read, and write Draconic. Additionally, whenever you make a Charisma check when interacting with dragons, your proficiency bonus is doubled if it applies to the check.]",,dragon-ancestor-white---cold-damage,1,Dragon Ancestor: White - Cold Damage,&{[index name url] map[index:dragon-ancestor name:Dragon Ancestor url:/api/features/dragon-ancestor]},[],,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/dragon-ancestor-white---cold-damage
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[As magic flows through your body, it causes physical traits of your dragon ancestors to emerge. At 1st level, your hit point maximum increases by 1 and increases by 1 again whenever you gain a level in this class. Additionally, parts of your skin are covered by a thin sheen of dragon-like scales. When you aren't wearing armor, your AC equals 13 + your Dexterity modifier.]",,draconic-resilience,1,Draconic Resilience,,[],,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/draconic-resilience
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 2nd level, you tap into a deep wellspring of magic within yourself. This wellspring is represented by sorcery points, which allow you to create a variety of magical effects. Sorcery Points You have 2 sorcery points, and you gain more as you reach higher levels, as shown in the Sorcery Points column of the Sorcerer table. You can never have more sorcery points than shown on the table for your level. You regain all spent sorcery points when you finish a long rest.]",,font-of-magic,2,Font of Magic,,[],,,/api/features/font-of-magic
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},[You can transform unexpended sorcery points into one spell slot as a bonus action on your turn. The Creating Spell Slots table shows the cost of creating a spell slot of a given level. You can create spell slots no higher in level than 5th.  Any spell slot you create with this feature vanishes when you finish a long rest.],,flexible-casting-creating-spell-slots,2,Flexible Casting: Creating Spell Slots,,[],,,/api/features/flexible-casting-creating-spell-slots
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[As a bonus action on your turn, you can expend one spell slot and gain a number of sorcery points equal to the slot's level..]",,flexible-casting-converting-spell-slot,2,Flexible Casting: Converting Spell Slot,,[],,,/api/features/flexible-casting-converting-spell-slot
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 3rd level, you gain the ability to twist your spells to suit your needs. You gain two of the following Metamagic options of your choice. You gain another one at 10th and 17th level. You can use only one Metamagic option on a spell when you cast it, unless otherwise noted.]",&{[subfeature_options] map[subfeature_options:0x1400015ff60]},metamagic-1,3,Metamagic,,[],,,/api/features/metamagic-1
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you cast a spell that forces other creatures to make a saving throw, you can protect some of those creatures from the spell's full force. To do so, you spend 1 sorcery point and choose a number of those creatures up to your Charisma modifier (minimum of one creature). A chosen creature automatically succeeds on its saving throw against the spell.]",,metamagic-careful-spell,3,Metamagic: Careful Spell,&{[index name url] map[index:metamagic-1 name:Metamagic url:/api/features/metamagic-1]},[],,,/api/features/metamagic-careful-spell
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you cast a spell that has a range of 5 feet or greater, you can spend 1 sorcery point to double the range of the spell. When you cast a spell that has a range of touch, you can spend 1 sorcery point to make the range of the spell 30 feet.]",,metamagic-distant-spell,3,Metamagic: Distant Spell,&{[index name url] map[index:metamagic-1 name:Metamagic url:/api/features/metamagic-1]},[],,,/api/features/metamagic-distant-spell
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you roll damage for a spell, you can spend 1 sorcery point to reroll a number of the damage dice up to your Charisma modifier (minimum of one). You must use the new rolls. You can use Empowered Spell even if you have already used a different Metamagic option during the casting of the spell.]",,metamagic-empowered-spell,3,Metamagic: Empowered Spell,&{[index name url] map[index:metamagic-1 name:Metamagic url:/api/features/metamagic-1]},[],,,/api/features/metamagic-empowered-spell
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you cast a spell that has a duration of 1 minute or longer, you can spend 1 sorcery point to double its duration, to a maximum duration of 24 hours.]",,metamagic-extended-spell,3,Metamagic: Extended Spell,&{[index name url] map[index:metamagic-1 name:Metamagic url:/api/features/metamagic-1]},[],,,/api/features/metamagic-extended-spell
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you cast a spell that forces a creature to make a saving throw to resist its effects, you can spend 3 sorcery points to give one target of the spell disadvantage on its first saving throw made against the spell.]",,metamagic-heightened-spell,3,Metamagic: Heightened Spell,&{[index name url] map[index:metamagic-1 name:Metamagic url:/api/features/metamagic-1]},[],,,/api/features/metamagic-heightened-spell
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you cast a spell that has a casting time of 1 action, you can spend 2 sorcery points to change the casting time to 1 bonus action for this casting.]",,metamagic-quickened-spell,3,Metamagic: Quickened Spell,&{[index name url] map[index:metamagic-1 name:Metamagic url:/api/features/metamagic-1]},[],,,/api/features/metamagic-quickened-spell
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you cast a spell, you can spend 1 sorcery point to cast it without any somatic or verbal components.]",,metamagic-subtle-spell,3,Metamagic: Subtle Spell,&{[index name url] map[index:metamagic-1 name:Metamagic url:/api/features/metamagic-1]},[],,,/api/features/metamagic-subtle-spell
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you cast a spell that targets only one creature and doesn't have a range of self, you can spend a number of sorcery points equal to the spell's level to target a second creature in range with the same spell (1 sorcery point if the spell is a cantrip). To be eligible, a spell must be incapable of targeting more than one creature at the spell's current level. For example, magic missile and scorching ray aren't eligible, but ray of frost is.]",,metamagic-twinned-spell,3,Metamagic: Twinned Spell,,[],,,/api/features/metamagic-twinned-spell
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,sorcerer-ability-score-improvement-1,4,Ability Score Improvement,,[],,,/api/features/sorcerer-ability-score-improvement-1
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[Starting at 6th level, when you cast a spell that deals damage of the type associated with your draconic ancestry, you can add your Charisma modifier to one damage roll of that spell. At the same time, you can spend 1 sorcery point to gain resistance to that damage type for 1 hour.]",,elemental-affinity,6,Elemental Affinity,,[],/api/subclasses/draconic,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/elemental-affinity
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,sorcerer-ability-score-improvement-2,8,Ability Score Improvement,,[],,,/api/features/sorcerer-ability-score-improvement-2
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 3rd level, you gain the ability to twist your spells to suit your needs. You gain two of the following Metamagic options of your choice. You gain another one at 10th and 17th level. You can use only one Metamagic option on a spell when you cast it, unless otherwise noted.]",&{[subfeature_options] map[subfeature_options:0x1400017cee0]},metamagic-2,10,Metamagic,,[],,,/api/features/metamagic-2
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,sorcerer-ability-score-improvement-3,12,Ability Score Improvement,,[],,,/api/features/sorcerer-ability-score-improvement-3
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 14th level, you gain the ability to sprout a pair of dragon wings from your back, gaining a flying speed equal to your current speed. You can create these wings as a bonus action on your turn. They last until you dismiss them as a bonus action on your turn. You can't manifest your wings while wearing armor unless the armor is made to accommodate them, and clothing not made to accommodate your wings might be destroyed when you manifest them.]",,dragon-wings,14,Dragon Wings,,[],,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/dragon-wings
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,sorcerer-ability-score-improvement-4,16,Ability Score Improvement,,[],,,/api/features/sorcerer-ability-score-improvement-4
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 3rd level, you gain the ability to twist your spells to suit your needs. You gain two of the following Metamagic options of your choice. You gain another one at 10th and 17th level. You can use only one Metamagic option on a spell when you cast it, unless otherwise noted.]",&{[subfeature_options] map[subfeature_options:0x1400017d6e0]},metamagic-3,17,Metamagic,,[],,,/api/features/metamagic-3
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[Beginning at 18th level, you can channel the dread presence of your dragon ancestor, causing those around you to become awestruck or frightened. As an action, you can spend 5 sorcery points to draw on this power and exude an aura of awe or fear (your choice) to a distance of 60 feet. For 1 minute or until you lose your concentration (as if you were casting a concentration spell), each hostile creature that starts its turn in this aura must succeed on a Wisdom saving throw or be charmed (if you chose awe) or frightened (if you chose fear) until the aura ends. A creature that succeeds on this saving throw is immune to your aura for 24 hours.]",,draconic-presence,18,Draconic Presence,,[],,&{[index name url] map[index:draconic name:Draconic url:/api/subclasses/draconic]},/api/features/draconic-presence
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,sorcerer-ability-score-improvement-5,19,Ability Score Improvement,,[],,,/api/features/sorcerer-ability-score-improvement-5
&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},"[At 20th level, you regain 4 expended sorcery points whenever you finish a short rest.]",,sorcerous-restoration,20,Sorcerous Restoration,,[],,,/api/features/sorcerous-restoration
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[At 1st level, you have struck a bargain with an otherworldly being of your choice, such as the Fiend. Your choice grants you features at 1st level and again at 6th, 10th, and 14th level.]",,otherworldly-patron,1,Otherworldly Patron,,[],,,/api/features/otherworldly-patron
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[Starting at 1st level, when you reduce a hostile creature to 0 hit points, you gain temporary hit points equal to your Charisma modifier + your warlock level (minimum of 1).]",,dark-ones-blessing,1,Dark One's Blessing,,[],,&{[index name url] map[index:fiend name:Fiend url:/api/subclasses/fiend]},/api/features/dark-ones-blessing
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[Your arcane research and the magic bestowed on you by your patron have given you facility with spells.],,pact-magic,1,Pact Magic,,[],/api/classes/warlock/spellcasting,,/api/features/pact-magic
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[In your study of occult lore, you have unearthed eldritch invocations, fragments of forbidden knowledge that imbue you with an abiding magical ability. At 2nd level, you gain two eldritch invocations of your choice. Your invocation options are detailed at the end of the class description. When you gain certain warlock levels, you gain additional invocations of your choice, as shown in the Invocations Known column of the Warlock table. Additionally, when you gain a level in this class, you can choose one of the invocations you know and replace it with another invocation that you could learn at that level.]",&{[invocations] map[invocations:[0x1400019a200 0x1400019a240 0x1400019a2c0 0x1400019a300 0x1400019a340 0x1400019a380 0x1400019a3c0 0x1400019a420 0x1400019a460 0x1400019a4a0 0x1400019a500 0x1400019a540 0x1400019a580 0x1400019a5e0 0x1400019a620 0x1400019a660 0x1400019a6c0 0x1400019a700 0x1400019a740 0x1400019a780 0x1400019a7c0 0x1400019a800 0x1400019a860 0x1400019a8a0 0x1400019a8e0 0x1400019a920 0x1400019a960 0x1400019a9a0 0x1400019a9e0 0x1400019aa20 0x1400019aa60 0x1400019aaa0]]},eldritch-invocations,2,Eldritch Invocations,,[],,,/api/features/eldritch-invocations
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you cast eldritch blast, add your Charisma modifier to the damage it deals on a hit.]",,eldritch-invocation-agonizing-blast,2,Eldritch Invocation: Agonizing Blast,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019ab80],,,/api/features/eldritch-invocation-agonizing-blast
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast mage armor on yourself at will, without expending a spell slot or material components.]",,eldritch-invocation-armor-of-shadows,2,Eldritch Invocation: Armor of Shadows,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-armor-of-shadows
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast speak with animals at will, without expending a spell slot.]",,eldritch-invocation-beast-speech,2,Eldritch Invocation: Beast Speech,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-beast-speech
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You gain proficiency in the Deception and Persuasion skills.],,eldritch-invocation-beguiling-influence,2,Eldritch Invocation: Beguiling Influence,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-beguiling-influence
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can now inscribe magical rituals in your Book of Shadows. Choose two 1st-level spells that have the ritual tag from any class's spell list (the two needn't be from the same list). The spells appear in the book and don't count against the number of spells you know. With your Book of Shadows in hand, you can cast the chosen spells as rituals. You can't cast the spells except as rituals, unless you've learned them by some other means. You can also cast a warlock spell you know as a ritual if it has the ritual tag. On your adventures, you can add other ritual spells to your Book of Shadows. When you find such a spell, you can add it to the book if the spell's level is equal to or less than half your warlock level (rounded up) and if you can spare the time to transcribe the spell. For each level of the spell, the transcription process takes 2 hours and costs 50 gp for the rare inks needed to inscribe it.]",,eldritch-invocation-book-of-ancient-secrets,2,Eldritch Invocation: Book of Ancient Secrets,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019af00],,,/api/features/eldritch-invocation-book-of-ancient-secrets
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can see normally in darkness, both magical and nonmagical, to a distance of 120 feet.]",,eldritch-invocation-devils-sight,2,Eldritch Invocation: Devil's Sight,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-devils-sight
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast detect magic at will, without expending a spell slot.]",,eldritch-invocation-eldritch-sight,2,Eldritch Invocation: Eldritch Sight,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-eldritch-sight
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you cast eldritch blast, its range is 300 feet.]",,eldritch-invocation-eldritch-spear,2,Eldritch Invocation: Eldritch Spear,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019b1e0],,,/api/features/eldritch-invocation-eldritch-spear
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can read all writing.],,eldritch-invocation-eyes-of-the-rune-keeper,2,Eldritch Invocation: Eyes of the Rune Keeper,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-eyes-of-the-rune-keeper
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast false life on yourself at will as a 1st-level spell, without expending a spell slot or material components.]",,eldritch-invocation-fiendish-vigor,2,Eldritch Invocation: Fiendish Vigor,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-fiendish-vigor
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can use your action to touch a willing humanoid and perceive through its senses until the end of your next turn. As long as the creature is on the same plane of existence as you, you can use your action on subsequent turns to maintain this connection, extending the duration until the end of your next turn. While perceiving through the other creature's senses, you benefit from any special senses possessed by that creature, and you are blinded and deafened to your own surroundings.]",,eldritch-invocation-gaze-of-two-minds,2,Eldritch Invocation: Gaze of Two Minds,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-gaze-of-two-minds
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast disguise self at will, without expending a spell slot.]",,eldritch-invocation-mask-of-many-faces,2,Eldritch Invocation: Mask of Many Faces,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-mask-of-many-faces
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast silent image at will, without expending a spell slot or material components.]",,eldritch-invocation-misty-visions,2,Eldritch Invocation: Misty Visions,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-misty-visions
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you hit a creature with eldritch blast, you can push the creature up to 10 feet away from you in a straight line.]",,eldritch-invocation-repelling-blast,2,Eldritch Invocation: Repelling Blast,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019b740],,,/api/features/eldritch-invocation-repelling-blast
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can cast bane once using a warlock spell slot. You can't do so again until you finish a long rest.],,eldritch-invocation-thief-of-five-fates,2,Eldritch Invocation: Thief of Five Fates,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[],,,/api/features/eldritch-invocation-thief-of-five-fates
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can communicate telepathically with your familiar and perceive through your familiar's senses as long as you are on the same plane of existence. Additionally, while perceiving through your familiar's senses, you can also speak through your familiar in your own voice, even if your familiar is normally incapable of speech.]",,eldritch-invocation-voice-of-the-chain-master,2,Eldritch Invocation: Voice of the Chain Master,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019b940],,,/api/features/eldritch-invocation-voice-of-the-chain-master
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can cast slow once using a warlock spell slot. You can't do so again until you finish a long rest.],,eldritch-invocation-mire-the-mind,5,Eldritch Invocation: Mire the Mind,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019ba60],,,/api/features/eldritch-invocation-mire-the-mind
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you are in an area of dim light or darkness, you can use your action to become invisible until you move or take an action or a reaction.]",,eldritch-invocation-one-with-shadows,5,Eldritch Invocation: One with Shadows,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019bb80],,,/api/features/eldritch-invocation-one-with-shadows
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can cast bestow curse once using a warlock spell slot. You can't do so again until you finish a long rest.],,eldritch-invocation-sign-of-ill-omen,5,Eldritch Invocation: Sign of Ill Omen,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019bcc0],,,/api/features/eldritch-invocation-sign-of-ill-omen
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can attack with your pact weapon twice, instead of once, whenever you take the Attack action on your turn.]",,eldritch-invocation-thirsting-blade,5,Eldritch Invocation: Thirsting Blade,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x1400019be00 0x1400019be60],,,/api/features/eldritch-invocation-thirsting-blade
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can cast compulsion once using a warlock spell slot. You can't do so again until you finish a long rest.],,eldritch-invocation-bewitching-whispers,7,Eldritch Invocation: Bewitching Whispers,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6040],,,/api/features/eldritch-invocation-bewitching-whispers
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can cast confusion once using a warlock spell slot. You can't do so again until you finish a long rest.],,eldritch-invocation-dreadful-word,7,Eldritch Invocation: Dreadful Word,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6180],,,/api/features/eldritch-invocation-dreadful-word
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can cast polymorph once using a warlock spell slot. You can't do so again until you finish a long rest.],,eldritch-invocation-sculptor-of-flesh,7,Eldritch Invocation: Sculptor of Flesh,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c62c0],,,/api/features/eldritch-invocation-sculptor-of-flesh
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast levitate on yourself at will, without expending a spell slot or material components.]",,eldritch-invocation-ascendant-step,9,Eldritch Invocation: Ascendant Step,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6400],,,/api/features/eldritch-invocation-ascendant-step
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can cast conjure elemental once using a warlock spell slot. You can't do so again until you finish a long rest.],,eldritch-invocation-minions-of-chaos,9,Eldritch Invocation: Minions of Chaos,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6520],,,/api/features/eldritch-invocation-minions-of-chaos
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast jump on yourself at will, without expending a spell slot or material components.]",,eldritch-invocation-otherworldly-leap,9,Eldritch Invocation: Otherworldly Leap,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6640],,,/api/features/eldritch-invocation-otherworldly-leap
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast speak with dead at will, without expending a spell slot.]",,eldritch-invocation-whispers-of-the-grave,9,Eldritch Invocation: Whispers of the Grave,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6740],,,/api/features/eldritch-invocation-whispers-of-the-grave
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you hit a creature with your pact weapon, the creature takes extra necrotic damage equal to your Charisma modifier (minimum 1).]",,eldritch-invocation-lifedrinker,12,Eldritch Invocation: Lifedrinker,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6860 0x140001c68a0],,,/api/features/eldritch-invocation-lifedrinker
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast hold monster at will--targeting a celestial, fiend, or elemental--without expending a spell slot or material components. You must finish a long rest before you can use this invocation on the same creature again.]",,eldritch-invocation-chains-of-carceri,15,Eldritch Invocation: Chains of Carceri,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c69e0 0x140001c6a20],,,/api/features/eldritch-invocation-chains-of-carceri
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast alter self at will, without expending a spell slot.]",,eldritch-invocation-master-of-myriad-forms,15,Eldritch Invocation: Master of Myriad Forms,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6b40],,,/api/features/eldritch-invocation-master-of-myriad-forms
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can cast arcane eye at will, without expending a spell slot.]",,eldritch-invocation-visions-of-distant-realms,15,Eldritch Invocation: Visions of Distant Realms,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6c60],,,/api/features/eldritch-invocation-visions-of-distant-realms
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},[You can see the true form of any shapechanger or creature concealed by illusion or transmutation magic while the creature is within 30 feet of you and within line of sight.],,eldritch-invocation-witch-sight,15,Eldritch Invocation: Witch Sight,&{[index name url] map[index:eldritch-invocations name:Eldritch Invocations url:/api/features/eldritch-invocations]},[0x140001c6da0],,,/api/features/eldritch-invocation-witch-sight
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[At 3rd level, your otherworldly patron bestows a gift upon you for your loyal service. You gain one of the following features of your choice.]",&{[subfeature_options] map[subfeature_options:0x140001c6ec0]},pact-boon,3,Pact Boon,,[],,,/api/features/pact-boon
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You learn the find familiar spell and can cast it as a ritual. The spell doesn't count against your number of spells known. When you cast the spell, you can choose one of the normal forms for your familiar or one of the following special forms: imp, pseudodragon, quasit, or sprite. Additionally, when you take the Attack action, you can forgo one of your own attacks to allow your familiar to make one attack of its own with its reaction. Your familiar is more cunning than a typical familiar. Its default form can be a reflection of your patron, with imps and quasits tied to the Fiend.]",,pact-of-the-chain,3,Pact of the Chain,&{[index name url] map[index:pact-boon name:Pact Boon url:/api/features/pact-boon]},[],,,/api/features/pact-of-the-chain
