actions,alignment,armor_class,challenge_rating,charisma,condition_immunities,constitution,damage_immunities,damage_resistances,damage_vulnerabilities,desc,dexterity,forms,hit_dice,hit_points,hit_points_roll,image,index,intelligence,languages,legendary_actions,name,proficiencies,proficiency_bonus,reactions,senses,size,special_abilities,speed,strength,subtype,type,url,wisdom,xp
[0x140004791a0 0x14000479280 0x14000479360],chaotic evil,[0x14000478de0],8,13,[0x14000479000],20,[poison],"[cold fire lightning bludgeoning, piercing, and slashing from nonmagical weapons]",[],,17,,13d10,136,13d10+65,,hezrou,5,"Abyssal, telepathy 120 ft.",,Hezrou,[0x14000478e40 0x14000478ec0 0x14000478f60],3,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:11]},Large,[0x14000479080 0x140004790c0],&{[walk] map[walk:30 ft.]},19,demon,fiend,/api/monsters/hezrou,12,3900
[0x14000479580 0x14000479600 0x140004796e0],chaotic evil,[0x14000479460],5,6,[],19,[],[],[],,8,,10d12,105,10d12+40,,hill-giant,5,Giant,,Hill Giant,[0x140004794c0],3,,&{[passive_perception] map[passive_perception:12]},Huge,,&{[walk] map[walk:40 ft.]},21,,giant,/api/monsters/hill-giant,9,1800
[0x14000479940 0x14000479a20 0x14000479b00],unaligned,[0x140004797e0],1,8,[],13,[],[],[],,13,,3d10,19,3d10+3,,hippogriff,2,,,Hippogriff,[0x14000479860],2,,&{[passive_perception] map[passive_perception:15]},Large,[0x14000479900],&{[walk fly] map[fly:60 ft. walk:40 ft.]},17,,monstrosity,/api/monsters/hippogriff,12,200
[0x14000479d80 0x14000479f60],lawful evil,[0x14000479c00],0.500000,9,[],12,[],[],[],,12,,2d8,11,2d8+2,,hobgoblin,10,"Common, Goblin",,Hobgoblin,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Medium,[0x14000479d40],&{[walk] map[walk:30 ft.]},13,goblinoid,humanoid,/api/monsters/hobgoblin,10,100
[0x140007fe2a0],neutral,[0x140007fe100],0,7,[0x140007fe180 0x140007fe1c0],11,[poison],[],[],,15,,2d4,5,2d4,,homunculus,10,understands the languages of its creator but can't speak,,Homunculus,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Tiny,[0x140007fe260],&{[walk fly] map[fly:40 ft. walk:20 ft.]},4,,construct,/api/monsters/homunculus,10,10
[0x140007fe7a0 0x140007feb60 0x140007fec40 0x140007fed00],lawful evil,[0x140007fe3a0],11,17,[0x140007fe680],21,[fire poison],"[cold bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],,17,,17d10,178,17d10+85,,horned-devil,12,"Infernal, telepathy 120 ft.",,Horned Devil,[0x140007fe420 0x140007fe4a0 0x140007fe540 0x140007fe5c0],4,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:13]},Large,[0x140007fe700 0x140007fe740],&{[walk fly] map[fly:60 ft. walk:20 ft.]},22,devil,fiend,/api/monsters/horned-devil,16,7200
[0x140007fefc0],unaligned,[0x140007fee00],2,4,[],15,[],[],[],"Smaller than a giant shark but larger and fiercer than a reef shark, a hunter shark haunts deep waters. It usually hunts alone, but multiple hunter sharks might feed in the same area. A fully grown hunter shark is 15 to 20 feet long.",13,,6d10,45,6d10+12,,hunter-shark,1,,,Hunter Shark,[0x140007fee60],2,,&{[darkvision passive_perception] map[darkvision:30 ft. passive_perception:12]},Large,[0x140007fef20 0x140007fef60],&{[swim] map[swim:40 ft.]},18,,beast,/api/monsters/hunter-shark,10,450
[0x140007ff320 0x140007ff3a0],unaligned,[0x140007ff0c0],8,7,[],20,[],[],[],,12,,15d12,172,15d12+75,,hydra,2,,,Hydra,[0x140007ff140],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:16]},Huge,[0x140007ff200 0x140007ff240 0x140007ff2a0 0x140007ff2e0],&{[walk swim] map[swim:30 ft. walk:30 ft.]},20,,monstrosity,/api/monsters/hydra,10,3900
[0x140007ff600],unaligned,[0x140007ff4c0],0,5,[],12,[],[],[],,13,,1d8,5,1d8+1,,hyena,2,,,Hyena,[0x140007ff520],2,,&{[passive_perception] map[passive_perception:13]},Medium,[0x140007ff5c0],&{[walk] map[walk:50 ft.]},11,,beast,/api/monsters/hyena,12,10
[0x140007ffac0 0x140007ffbe0 0x140007ffd60 0x140007ffec0 0x140008100a0],lawful evil,[0x140007ff700],14,18,[0x140007ff9a0],18,[fire poison],"[bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],,14,,19d10,180,19d10+76,,ice-devil,18,"Infernal, telepathy 120 ft.",,Ice Devil,[0x140007ff760 0x140007ff7e0 0x140007ff880 0x140007ff900],5,,&{[blindsight darkvision passive_perception] map[blindsight:60 ft. darkvision:120 ft. passive_perception:12]},Large,[0x140007ffa20 0x140007ffa60],&{[walk] map[walk:40 ft.]},21,devil,fiend,/api/monsters/ice-devil,15,11500
[0x14000810680 0x140008107e0],neutral evil,[0x14000810120],0.500000,12,[0x14000810300],10,[cold poison],[],[bludgeoning fire],,13,,6d6,21,6d6,,ice-mephit,9,"Aquan, Auran",,Ice Mephit,[0x140008101a0 0x14000810220],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:12]},Small,[0x14000810380 0x140008104c0 0x14000810520],&{[walk fly] map[fly:30 ft. walk:30 ft.]},7,,elemental,/api/monsters/ice-mephit,11,100
[0x14000810e00 0x14000810ec0],lawful evil,[0x140008109c0],1,14,[0x14000810ca0],13,[fire poison],"[cold bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],,17,,3d4,10,3d4+3,,imp,11,"Infernal, Common",,Imp,[0x14000810a40 0x14000810ac0 0x14000810b60 0x14000810be0],2,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:11]},Tiny,[0x14000810d20 0x14000810d60 0x14000810dc0],&{[walk fly] map[fly:40 ft. walk:20 ft.]},6,devil,fiend,/api/monsters/imp,12,200
[0x14000811400 0x14000811480],neutral,[0x14000810f60],6,11,[0x14000811100 0x14000811140 0x140008111a0 0x140008111e0 0x14000811220 0x14000811260 0x140008112a0 0x140008112e0],14,[poison],"[bludgeoning, piercing, and slashing from nonmagical weapons]",[],,19,,16d8,104,16d8+32,,invisible-stalker,10,"Auran, understands Common but doesn't speak it",,Invisible Stalker,[0x14000810fe0 0x14000811060],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:18]},Medium,[0x14000811360 0x140008113a0],&{[walk fly hover] map[fly:50 ft. hover:true walk:50 ft.]},16,,elemental,/api/monsters/invisible-stalker,15,2300
[0x14000811920 0x14000811b60 0x14000811c40 0x14000811d00],unaligned,[0x140008115a0],16,1,[0x14000811620 0x14000811660 0x140008116c0 0x14000811700 0x14000811740 0x14000811780],20,"[fire poison psychic bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine]",[],[],,9,,20d10,210,20d10+100,,iron-golem,3,understands the languages of its creator but can't speak,,Iron Golem,[],5,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:10]},Large,[0x14000811800 0x14000811840 0x140008118a0 0x140008118e0],&{[walk] map[walk:30 ft.]},24,,construct,/api/monsters/iron-golem,11,15000
[0x140008280e0],unaligned,[0x14000811ec0],0,6,[],11,[],[],[],,15,,1d6,3,1d6,,jackal,3,,,Jackal,[0x14000811f20],2,,&{[passive_perception] map[passive_perception:13]},Small,[0x14000828040 0x14000828080],&{[walk] map[walk:40 ft.]},8,,beast,/api/monsters/jackal,12,10
[0x140008283e0],unaligned,[0x140008281e0],3,7,[],13,[],[],[],,10,,12d12,90,12d12+12,,killer-whale,3,,,Killer Whale,[0x14000828240],2,,&{[blindsight passive_perception] map[blindsight:120 ft. passive_perception:13]},Huge,[0x14000828300 0x14000828340 0x140008283a0],&{[swim] map[swim:60 ft.]},19,,beast,/api/monsters/killer-whale,12,700
[0x14000828700 0x14000828780 0x14000828860 0x14000828920],any alignment,[0x140008284e0],3,15,[],14,[],[],[],"Knights are warriors who pledge service to rulers, religious orders, and noble causes. A knight’s alignment determines the extent to which a pledge is honored. Whether undertaking a quest or patrolling a realm, a knight often travels with an entourage that includes squires and hirelings who are commoners.",11,,8d8,52,8d8+16,,knight,11,any one language (usually Common),,Knight,[0x14000828580 0x14000828600],2,[0x140008289c0],&{[passive_perception] map[passive_perception:10]},Medium,[0x140008286c0],&{[walk] map[walk:30 ft.]},16,any race,humanoid,/api/monsters/knight,11,700
[0x14000828b80 0x14000828c40],lawful evil,[0x14000828a40],0.125000,8,[],9,[],[],[],,15,,2d6,5,2d6-2,,kobold,8,"Common, Draconic",,Kobold,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:8]},Small,[0x14000828ae0 0x14000828b20],&{[walk] map[walk:30 ft.]},7,kobold,humanoid,/api/monsters/kobold,7,25
[0x14000829260 0x14000829580 0x14000829660 0x14000829720 0x14000829760],chaotic evil,[0x14000828d60],23,20,[0x140008290a0 0x140008290e0],25,"[lightning bludgeoning, piercing, and slashing from nonmagical weapons]",[],[],,11,,27d20,472,27d20+189,,kraken,22,"understands Abyssal, Celestial, Infernal, and Primordial but can't speak, telepathy 120 ft.",[0x140008298a0 0x140008298e0 0x14000829940],Kraken,[0x14000828de0 0x14000828e60 0x14000828f00 0x14000828f80 0x14000829000],7,,&{[truesight passive_perception] map[passive_perception:14 truesight:120 ft.]},Gargantuan,[0x14000829180 0x140008291c0 0x14000829220],&{[walk swim] map[swim:60 ft. walk:20 ft.]},30,titan,monstrosity,/api/monsters/kraken,18,50000
[0x140008441c0 0x14000844460 0x14000844540 0x14000844600],chaotic evil,[0x14000829ac0],4,16,[],15,[],[],[],,13,,13d10,97,13d10+26,,lamia,14,"Abyssal, Common",,Lamia,[0x14000829b20 0x14000829ba0 0x14000829c40],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:12]},Large,[0x14000829d00],&{[walk] map[walk:30 ft.]},16,,monstrosity,/api/monsters/lamia,15,1100
[0x140008448c0],lawful evil,[0x14000844680],0,3,[0x14000844700 0x14000844740 0x140008447a0],11,[fire poison],[cold],[],,5,,3d8,13,3d8,,lemure,1,understands infernal but can't speak,,Lemure,[],2,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:10]},Medium,[0x14000844820 0x14000844860],&{[walk] map[walk:15 ft.]},10,devil,fiend,/api/monsters/lemure,11,10
[0x14000845880],any evil alignment,[0x140008449c0],21,16,[0x14000844e00 0x14000844e40 0x14000844ea0 0x14000844ee0 0x14000844f20],16,"[poison bludgeoning, piercing, and slashing from nonmagical weapons]",[cold lightning necrotic],[],,16,,18d8,135,18d8+54,,lich,20,Common plus up to five other languages,[0x14000845940 0x14000845980 0x140008459e0 0x14000845aa0],Lich,[0x14000844a20 0x14000844aa0 0x14000844b40 0x14000844bc0 0x14000844c40 0x14000844cc0 0x14000844d40],7,,&{[truesight passive_perception] map[passive_perception:19 truesight:120 ft.]},Medium,[0x14000844fa0 0x14000845020 0x14000845080 0x14000845840],&{[walk] map[walk:30 ft.]},11,,undead,/api/monsters/lich,14,33000
[0x14000845f60 0x140008560a0],unaligned,[0x14000845c20],1,8,[],13,[],[],[],,15,,4d10,26,4d10+4,,lion,3,,,Lion,[0x14000845c80 0x14000845d00],2,,&{[passive_perception] map[passive_perception:13]},Large,[0x14000845dc0 0x14000845e00 0x14000845e60 0x14000845f20],&{[walk] map[walk:50 ft.]},17,,beast,/api/monsters/lion,12,200
[0x14000856280],unaligned,[0x140008561c0],0,3,[],10,[],[],[],,11,,1d4,2,1d4,,lizard,1,,,Lizard,[],2,,&{[darkvision passive_perception] map[darkvision:30 ft. passive_perception:9]},Tiny,,&{[walk climb] map[climb:20 ft. walk:20 ft.]},2,,beast,/api/monsters/lizard,8,10
[0x140008566a0 0x14000856cc0 0x14000856da0 0x14000856e60 0x14000856f20],neutral,[0x14000856380 0x140008563c0],0.500000,7,[],13,[],[],[],,10,,4d8,22,4d8+4,,lizardfolk,7,Draconic,,Lizardfolk,[0x140008564a0 0x14000856520 0x140008565c0],2,,&{[passive_perception] map[passive_perception:13]},Medium,[0x14000856660],&{[walk swim] map[swim:30 ft. walk:30 ft.]},15,lizardfolk,humanoid,/api/monsters/lizardfolk,12,100
[0x140008578a0],any alignment,[0x14000857020 0x14000857060],6,11,[],11,[],[],[],"Mages spend their lives in the study and practice of magic. Good-aligned mages offer counsel to nobles and others in power, while evil mages dwell in isolated sites to perform unspeakable experiments without interference.",14,,9d8,40,9d8,,mage,17,any four languages,,Mage,[0x14000857120 0x140008571a0 0x14000857240 0x140008572c0],3,,&{[passive_perception] map[passive_perception:11]},Medium,[0x14000857360],&{[walk] map[walk:30 ft.]},9,any race,humanoid,/api/monsters/mage,12,2300
[0x14000857e40 0x14000876020],neutral evil,[0x140008579a0],0.500000,10,[0x14000857ac0],12,[fire poison],[],[cold],,12,,5d6,22,5d6+5,,magma-mephit,7,"Ignan, Terran",,Magma Mephit,[0x14000857a20],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Small,[0x14000857b40 0x14000857c80 0x14000857ce0],&{[walk fly] map[fly:30 ft. walk:30 ft.]},8,,elemental,/api/monsters/magma-mephit,10,100
[0x14000876440],chaotic neutral,[0x14000876200],0.500000,10,[],12,[fire],"[bludgeoning, piercing, and slashing from nonmagical weapons]",[],,15,,2d6,9,2d6+2,,magmin,8,Ignan,,Magmin,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Small,[0x140008762a0 0x140008763e0],&{[walk] map[walk:30 ft.]},7,,elemental,/api/monsters/magmin,11,100
[0x14000876600 0x140008766c0],unaligned,[0x14000876540],6,6,[],21,[],[],[],"A mammoth is an elephantine creature with thick fur and long tusks. Stockier and fiercer than normal elephants, mammoths inhabit a wide range of climes, from subarctic to subtropical.",9,,11d12,126,11d12+55,,mammoth,3,,,Mammoth,[],3,,&{[passive_perception] map[passive_perception:10]},Huge,[0x140008765c0],&{[walk] map[walk:40 ft.]},24,,beast,/api/monsters/mammoth,11,2300
[0x140008768e0 0x14000876ae0 0x14000876bc0 0x14000876c80],lawful evil,[0x140008767e0],3,8,[],17,[],[],[],,16,,8d10,68,8d10+24,,manticore,7,,,Manticore,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:11]},Large,[0x140008768a0],&{[walk fly] map[fly:50 ft. walk:30 ft.]},17,,monstrosity,/api/monsters/manticore,12,700
[0x14000877180 0x14000877260 0x14000877340 0x14000877400],chaotic evil,[0x14000876d80],16,20,[0x14000877020],20,[poison],"[cold fire lightning bludgeoning, piercing, and slashing from nonmagical weapons]",[],,20,,18d10,189,18d10+90,,marilith,18,"Abyssal, telepathy 120 ft.",,Marilith,[0x14000876de0 0x14000876e60 0x14000876f00 0x14000876f80],5,[0x14000877440],&{[truesight passive_perception] map[passive_perception:13 truesight:120 ft.]},Large,[0x140008770a0 0x140008770e0 0x14000877140],&{[walk] map[walk:40 ft.]},18,demon,fiend,/api/monsters/marilith,16,15000
[0x14000877600],unaligned,[0x140008774c0],0.125000,7,[],12,[],[],[],"Mastiffs are impressive hounds prized by humanoids for their loyalty and keen senses. Mastiffs can be trained as guard dogs, hunting dogs, and war dogs. Halflings and other Small humanoids ride them as mounts.",14,,1d8,5,1d8+1,,mastiff,3,,,Mastiff,[0x14000877520],2,,&{[passive_perception] map[passive_perception:13]},Medium,[0x140008775c0],&{[walk] map[walk:40 ft.]},13,,beast,/api/monsters/mastiff,12,25
[0x14000877a80 0x14000877c80 0x14000877e00 0x14000877ec0],lawful evil,[0x14000877700],6,15,[],16,[],[],[],,15,,17d8,127,17d8+51,,medusa,12,Common,,Medusa,[0x14000877760 0x140008777e0 0x14000877880 0x14000877900],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:14]},Medium,[0x140008779c0],&{[walk] map[walk:30 ft.]},10,,monstrosity,/api/monsters/medusa,13,2300
[0x1400089e240],neutral,[0x1400089e0e0],0.125000,12,[],12,[],[],[],,13,,2d8,11,2d8+2,,merfolk,11,"Aquan, Common",,Merfolk,[0x1400089e160],2,,&{[passive_perception] map[passive_perception:12]},Medium,[0x1400089e200],&{[walk swim] map[swim:40 ft. walk:10 ft.]},10,merfolk,humanoid,/api/monsters/merfolk,11,25
[0x1400089e560 0x1400089e8e0 0x1400089e9c0 0x1400089ea80],chaotic evil,[0x1400089e460],2,9,[],15,[],[],[],,10,,6d10,45,6d10+12,,merrow,8,"Abyssal, Aquan",,Merrow,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Large,[0x1400089e520],&{[walk swim] map[swim:40 ft. walk:10 ft.]},18,,monstrosity,/api/monsters/merrow,10,450
[0x1400089ee00 0x1400089eec0],neutral,[0x1400089eb80],2,8,[0x1400089ec60],15,[acid],[],[],,12,,9d8,58,9d8+18,/api/images/monsters/mimic.png,mimic,5,,,Mimic,[0x1400089ebe0],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:11]},Medium,[0x1400089ece0 0x1400089ed20 0x1400089ed80 0x1400089edc0],&{[walk] map[walk:15 ft.]},17,shapechanger,monstrosity,/api/monsters/mimic,13,450
[0x1400089f280 0x1400089f340],chaotic evil,[0x1400089f080],3,9,[],16,[],[],[],,11,,9d10,76,9d10+27,,minotaur,6,Abyssal,,Minotaur,[0x1400089f0e0],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:17]},Large,[0x1400089f1a0 0x1400089f1e0 0x1400089f240],&{[walk] map[walk:40 ft.]},18,,monstrosity,/api/monsters/minotaur,16,700
[0x1400089f5e0 0x1400089f6a0],lawful evil,[0x1400089f460],2,5,[0x1400089f4c0 0x1400089f500],15,[poison],[],[bludgeoning],,11,,9d10,67,9d10+18,,minotaur-skeleton,6,understands Abyssal but can't speak,,Minotaur Skeleton,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:9]},Large,[0x1400089f5a0],&{[walk] map[walk:40 ft.]},18,,undead,/api/monsters/minotaur-skeleton,8,450
[0x1400089f8e0],unaligned,[0x1400089f7c0],0.125000,5,[],13,[],[],[],,10,,2d8,11,2d8+2,,mule,2,,,Mule,[],2,,&{[passive_perception] map[passive_perception:10]},Medium,[0x1400089f840 0x1400089f880],&{[walk] map[walk:40 ft.]},14,,beast,/api/monsters/mule,10,25
[0x1400089fc80 0x1400089fd60 0x1400089fee0],lawful evil,[0x1400089f9e0],3,12,[0x1400089fae0 0x1400089fb20 0x1400089fb80 0x1400089fbc0 0x1400089fc00],15,[necrotic poison],"[bludgeoning, piercing, and slashing from nonmagical weapons]",[fire],,8,,9d8,58,9d8+18,,mummy,6,the languages it knew in life,,Mummy,[0x1400089fa40],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Medium,,&{[walk] map[walk:20 ft.]},16,,undead,/api/monsters/mummy,10,700
[0x140008d2b40 0x140008d2c20 0x140008d2da0],lawful evil,[0x140008d2060],15,16,[0x140008d2400 0x140008d2440 0x140008d24a0 0x140008d24e0 0x140008d2520],17,"[necrotic poison bludgeoning, piercing, and slashing from nonmagical weapons]",[],[fire],,10,,13d8,97,13d8+39,,mummy-lord,11,the languages it knew in life,[0x140008d2e60 0x140008d2ea0 0x140008d2f80 0x140008d3040 0x140008d3080],Mummy Lord,[0x140008d20c0 0x140008d2140 0x140008d21e0 0x140008d2260 0x140008d22e0 0x140008d2360],5,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:14]},Medium,[0x140008d25a0 0x140008d25e0 0x140008d2640],&{[walk] map[walk:20 ft.]},18,,undead,/api/monsters/mummy-lord,18,13000
[0x140008d3480 0x140008d35a0 0x140008d3680 0x140008d3740 0x140008d3840],chaotic evil,[0x140008d3100],13,15,[0x140008d33c0],22,[poison],"[cold fire lightning bludgeoning, piercing, and slashing from nonmagical weapons]",[],,10,,16d10,184,16d10+96,,nalfeshnee,19,"Abyssal, telepathy 120 ft.",,Nalfeshnee,[0x140008d3180 0x140008d3200 0x140008d32a0 0x140008d3320],5,,&{[truesight passive_perception] map[passive_perception:11 truesight:120 ft.]},Large,[0x140008d3440],&{[walk fly] map[fly:30 ft. walk:20 ft.]},21,demon,fiend,/api/monsters/nalfeshnee,12,10000
[0x140008f4040 0x140008f4100 0x140008f4160 0x140008f41a0],neutral evil,[0x140008d38c0],5,16,[0x140008d3b60],16,[],"[cold fire bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],,15,,15d8,112,15d8+45,,night-hag,16,"Abyssal, Common, Infernal, Primordial",,Night Hag,[0x140008d3920 0x140008d39a0 0x140008d3a40 0x140008d3ac0],3,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:16]},Medium,[0x140008d3be0 0x140008d3f20 0x140008f4000],&{[walk] map[walk:30 ft.]},18,,fiend,/api/monsters/night-hag,14,1800
[0x140008f43a0 0x140008f4500],neutral evil,[0x140008f4260],3,15,[],16,[fire],[],[],,15,,8d10,68,8d10+24,,nightmare,10,"understands Abyssal, Common, and Infernal but can't speak",,Nightmare,[],2,,&{[passive_perception] map[passive_perception:11]},Large,[0x140008f4300 0x140008f4340],&{[walk fly] map[fly:90 ft. walk:60 ft.]},18,,fiend,/api/monsters/nightmare,13,700
[0x140008f4800],any alignment,[0x140008f45a0],0.125000,16,[],11,[],[],[],"**Nobles** wield great authority and influence as members of the upper class, possessing wealth and connections that can make them as powerful as monarchs and generals. A noble often travels in the company of guards, as well as servants who are commoners.

The noble’s statistics can also be used to represent **courtiers** who aren’t of noble birth.",12,,2d8,9,2d8,,noble,12,any two languages,,Noble,[0x140008f4640 0x140008f46c0 0x140008f4760],2,[0x140008f48c0],&{[passive_perception] map[passive_perception:12]},Medium,,&{[walk] map[walk:30 ft.]},11,any race,humanoid,/api/monsters/noble,14,25
[0x140008f4c60],unaligned,[0x140008f4940],2,1,[0x140008f49e0 0x140008f4a20 0x140008f4a80 0x140008f4ac0 0x140008f4b00 0x140008f4b40],14,[lightning slashing],[acid],[],,6,,6d10,45,6d10+12,,ochre-jelly,2,,,Ochre Jelly,[],2,[0x140008f4dc0],&{[blindsight passive_perception] map[blindsight:60 ft. (blind beyond this radius) passive_perception:8]},Large,[0x140008f4bc0 0x140008f4c00],&{[walk climb] map[climb:10 ft. walk:10 ft.]},15,,ooze,/api/monsters/ochre-jelly,6,450
[0x140008f5100 0x140008f51c0],unaligned,[0x140008f4e40],0,4,[],11,[],[],[],,15,,1d6,3,1d6,,octopus,3,,,Octopus,[0x140008f4ec0 0x140008f4f40],2,,&{[darkvision passive_perception] map[darkvision:30 ft. passive_perception:12]},Small,[0x140008f5020 0x140008f5060 0x140008f50c0],&{[walk swim] map[swim:30 ft. walk:5 ft.]},4,,beast,/api/monsters/octopus,10,10
[0x140008f53a0 0x140008f5460],chaotic evil,[0x140008f52c0],2,7,[],16,[],[],[],,8,,7d10,59,7d10+21,,ogre,5,"Common, Giant",,Ogre,[],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:8]},Large,,&{[walk] map[walk:40 ft.]},19,,giant,/api/monsters/ogre,7,450
[0x140008f5720],neutral evil,[0x140008f5580],2,5,[0x140008f5660],18,[poison],[],[],,6,,9d10,85,9d10+36,,ogre-zombie,3,understands Common and Giant but can't speak,,Ogre Zombie,[0x140008f55e0],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:8]},Large,[0x140008f56e0],&{[walk] map[walk:30 ft.]},19,,undead,/api/monsters/ogre-zombie,6,450
[0x140009241a0 0x140009243e0 0x140009244c0 0x14000924580],lawful evil,[0x140008f5820],7,15,[],16,[],[],[],,11,,13d10,110,13d10+39,,oni,14,"Common, Giant",,Oni,[0x140008f58e0 0x140008f5960 0x140008f5a00 0x140008f5a80 0x140008f5b00 0x140008f5b80 0x140008f5c00],3,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:14]},Large,[0x140008f5cc0 0x14000924100 0x14000924160],&{[walk fly] map[fly:30 ft. walk:30 ft.]},19,,giant,/api/monsters/oni,12,2900
[0x140009247a0 0x14000924860],chaotic evil,[0x14000924600],0.500000,10,[],16,[],[],[],,12,,2d8,15,2d8+6,,orc,7,"Common, Orc",,Orc,[0x140009246a0],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Medium,[0x14000924760],&{[walk] map[walk:30 ft.]},16,orc,humanoid,/api/monsters/orc,11,100
[0x14000924ae0 0x14000924bc0 0x14000924ca0 0x14000924e00],neutral,[0x14000924980],5,6,[],19,[],[],[],,11,,12d10,114,12d10+48,,otyugh,6,Otyugh,,Otyugh,[0x140009249e0],3,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:11]},Large,[0x14000924aa0],&{[walk] map[walk:30 ft.]},16,,aberration,/api/monsters/otyugh,13,1800
[0x14000925180],unaligned,[0x14000924f00],0,7,[],8,[],[],[],,13,,1d4,1,1d4-1,,owl,2,,,Owl,[0x14000924f80 0x14000925000],2,,&{[darkvision passive_perception] map[darkvision:120 ft. passive_perception:13]},Tiny,[0x140009250e0 0x14000925120],&{[walk fly] map[fly:60 ft. walk:5 ft.]},3,,beast,/api/monsters/owl,12,10
[0x140009253e0 0x140009254c0 0x140009255a0],unaligned,[0x14000925280],3,7,[],17,[],[],[],,12,,7d10,59,7d10+21,,owlbear,3,,,Owlbear,[0x140009252e0],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:13]},Large,[0x140009253a0],&{[walk] map[walk:40 ft.]},20,,monstrosity,/api/monsters/owlbear,12,700
[0x14000925980 0x14000925a40],unaligned,[0x140009256a0],0.250000,7,[],10,[],[],[],,15,,3d8,13,3d8,,panther,3,,,Panther,[0x14000925720 0x140009257a0],2,,&{[passive_perception] map[passive_perception:14]},Medium,[0x14000925860 0x140009258a0],&{[walk climb] map[climb:40 ft. walk:50 ft.]},14,,beast,/api/monsters/panther,14,50
[0x14000925e20],chaotic good,[0x14000925b60],2,13,[],16,[],[],[],,15,,7d10,59,7d10+21,,pegasus,10,"understands Celestial, Common, Elvish, and Sylvan but can't speak",,Pegasus,[0x14000925be0 0x14000925c60 0x14000925d00 0x14000925d80],2,,&{[passive_perception] map[passive_perception:16]},Large,,&{[walk fly] map[fly:90 ft. walk:60 ft.]},18,,celestial,/api/monsters/pegasus,15,450
[0x1400095e1c0],unaligned,[0x14000925f20],3,6,[],12,[],[],[],A phase spider possesses the magical ability to phase in and out of the Ethereal Plane. It seems to appear out of nowhere and quickly vanishes after attacking. Its movement on the Ethereal Plane before coming back to the Material Plane makes it seem like it can teleport.,15,,5d10,32,5d10+5,,phase-spider,6,,,Phase Spider,[0x1400095e020],2,,&{[darkvision passive_perception] map[darkvision:60 ft. passive_perception:10]},Large,[0x1400095e0e0 0x1400095e120 0x1400095e180],&{[walk climb] map[climb:30 ft. walk:30 ft.]},15,,monstrosity,/api/monsters/phase-spider,10,700
[0x1400095e9c0 0x1400095eb20 0x1400095ec00 0x1400095ecc0 0x1400095ed80],lawful evil,[0x1400095e2c0],20,24,[0x1400095e520],24,[fire poison],"[cold bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered]",[],,14,,24d10,300,24d10+168,,pit-fiend,22,"Infernal, telepathy 120 ft.",,Pit Fiend,[0x1400095e340 0x1400095e3c0 0x1400095e460],6,,&{[truesight passive_perception] map[passive_perception:14 truesight:120 ft.]},Large,[0x1400095e5a0 0x1400095e660 0x1400095e6c0 0x1400095e700],&{[walk fly] map[fly:60 ft. walk:30 ft.]},26,devil,fiend,/api/monsters/pit-fiend,18,25000
